957990	Abba Sabinou Monasterion	506±0
72153	Theben	166±0
72660	Theben	200±99
72073	Theben	147±0
72135	Theben	148±6
72374	Theben	217±0
72547	Theben	100±24
72049	Theben	144±0
72176	Theben	178±0
72666	Theben	250±49
72152	Theben	165±0
72314	Theben	250±0
72887	Theben	113±12
72453	Theben	150±49
72144	Theben	162±0
72528	Theben	250±49
72812	Theben	500±99
72591	Theben	150±49
72140	Theben	161±0
72396	Theben	250±49
72930	Theben	150±49
72329	Theben	100±0
72629	Theben	50±49
72512	Theben	150±49
72274	Theben	211±0
72093	Theben	150±0
72262	Theben	202±0
72226	Theben	190±0
72128	Theben	160±0
72779	Theben	400±99
72645	Theben	250±49
72618	Theben	250±49
72983	Theben	200±99
72469	Theben	50±49
72753	Theben	700±99
72849	Theben	177±0
72330	Theben	108±6
72360	Theben	150±49
72006	Theben	137±0
72280	Theben	200±24
72541	Theben	66±0
72536	Theben	150±49
72546	Theben	88±12
72201	Theben	184±0
72163	Theben	171±0
72316	Theben	251±0
72814	Theben	300±24
72958	Theben	150±49
72902	Theben	250±49
72739	Theben	350±49
72278	Theben	200±24
72057	Theben	145±0
72148	Theben	165±0
72040	Theben	142±0
72535	Theben	150±49
72537	Theben	150±49
72301	Theben	231±0
72820	Theben	288±12
72225	Theben	190±0
72317	Theben	251±0
72626	Theben	250±49
72759	Theben	303±0
72217	Theben	188±0
72139	Theben	161±0
72308	Theben	243±0
72275	Theben	200±24
72400	Theben	150±49
72956	Theben	150±49
72658	Theben	200±99
72136	Theben	149±11
72496	Theben	200±99
72962	Theben	250±49
72770	Theben	400±99
72230	Theben	190±0
72108	Theben	154±0
72574	Theben	150±49
72366	Theben	208±0
72545	Theben	50±49
72872	Theben	150±49
72319	Theben	252±0
72023	Theben	139±0
72305	Theben	239±0
72816	Theben	300±99
72364	Theben	166±1
72971	Theben	250±49
72071	Theben	147±0
72953	Theben	200±199
72318	Theben	252±0
72641	Theben	200±99
72516	Theben	200±99
72002	Theben	135±0
72024	Theben	139±0
72311	Theben	249±0
72868	Theben	150±49
72146	Theben	163±0
72977	Theben	150±49
72824	Theben	350±49
72567	Theben	150±49
72297	Theben	222±0
72782	Theben	400±99
72622	Theben	250±49
72605	Theben	200±99
72292	Theben	220±0
72667	Theben	150±49
72251	Theben	197±0
72013	Theben	127±10
72320	Theben	255±0
72033	Theben	141±0
72525	Theben	150±49
72505	Theben	250±49
72553	Theben	140±0
72325	Theben	77±0
72249	Theben	195±0
72343	Theben	154±0
72813	Theben	500±199
72356	Theben	186±6
72092	Theben	150±0
72044	Theben	143±0
72879	Theben	50±49
72166	Theben	173±0
72377	Theben	150±0
72846	Theben	101±0
72271	Theben	208±0
72602	Theben	200±99
72936	Theben	250±49
72109	Theben	154±0
72315	Theben	250±0
72300	Theben	231±0
72652	Theben	-4±0
72188	Theben	181±0
72620	Theben	250±49
72981	Theben	200±99
72050	Theben	141±2
72229	Theben	190±0
72064	Theben	147±0
72463	Theben	-13±0
72786	Theben	400±99
72544	Theben	250±49
72242	Theben	193±0
72041	Theben	142±0
72197	Theben	184±0
72607	Theben	50±49
72668	Theben	150±49
72833	Theben	149±11
72842	Theben	-9±0
72012	Theben	138±0
72458	Theben	150±49
72672	Theben	200±99
72220	Theben	189±0
72126	Theben	159±0
72457	Theben	150±49
72383	Theben	100±99
72273	Theben	212±0
72037	Theben	141±0
72871	Theben	150±49
72328	Theben	107±0
72758	Theben	301±0
72639	Theben	188±12
72213	Theben	187±0
72603	Theben	200±99
72835	Theben	50±49
72606	Theben	250±49
72827	Theben	350±49
72551	Theben	113±12
72774	Theben	350±49
72880	Theben	114±0
72096	Theben	151±0
72760	Theben	303±0
72991	Theben	200±199
72745	Theben	700±99
72524	Theben	100±0
72401	Theben	150±49
72167	Theben	174±0
72464	Theben	-5±0
72060	Theben	146±0
72670	Theben	150±49
72578	Theben	150±49
72508	Theben	200±99
72018	Theben	139±22
72627	Theben	250±49
72601	Theben	200±99
72676	Theben	200±99
72793	Theben	400±99
72523	Theben	50±49
72094	Theben	150±0
72291	Theben	220±0
72503	Theben	250±49
72777	Theben	400±99
72209	Theben	187±0
72615	Theben	250±49
72555	Theben	150±0
72313	Theben	250±0
72766	Theben	350±49
72084	Theben	149±0
72848	Theben	118±0
72873	Theben	129±0
72554	Theben	145±5
72510	Theben	250±49
72566	Theben	150±49
72811	Theben	313±12
72637	Theben	150±49
72559	Theben	150±49
72631	Theben	250±49
72206	Theben	186±0
72183	Theben	165±4
72466	Theben	-50±49
72196	Theben	182±0
72339	Theben	144±0
72850	Theben	150±49
72495	Theben	200±99
72244	Theben	194±0
72338	Theben	142±0
72210	Theben	187±0
72499	Theben	200±99
72376	Theben	250±49
72529	Theben	250±49
72586	Theben	150±49
72357	Theben	186±6
72072	Theben	147±0
72384	Theben	150±0
72379	Theben	50±49
72068	Theben	147±0
72172	Theben	176±0
72969	Theben	200±99
72237	Theben	191±0
72204	Theben	185±0
72285	Theben	214±0
72821	Theben	300±0
72617	Theben	250±49
72175	Theben	177±0
72111	Theben	154±0
72286	Theben	214±0
72764	Theben	300±24
72034	Theben	141±0
72514	Theben	300±99
72302	Theben	229±0
72938	Theben	150±49
72368	Theben	203±0
72077	Theben	148±0
72894	Theben	250±49
72327	Theben	96±0
72765	Theben	300±24
72898	Theben	150±49
72986	Theben	250±49
72031	Theben	140±0
72221	Theben	189±0
72678	Theben	200±199
72968	Theben	200±99
72832	Theben	160±0
72946	Theben	150±49
72955	Theben	150±49
72404	Theben	250±49
72775	Theben	700±99
72011	Theben	138±0
72177	Theben	178±0
72334	Theben	126±0
72571	Theben	150±49
72389	Theben	50±49
72654	Theben	25±0
72840	Theben	33±0
72247	Theben	194±0
72214	Theben	188±0
72299	Theben	225±0
72870	Theben	150±49
72929	Theben	150±49
72581	Theben	150±49
72646	Theben	250±49
72769	Theben	350±49
72248	Theben	196±0
72509	Theben	200±99
72134	Theben	149±11
72348	Theben	115±0
72238	Theben	191±0
72749	Theben	700±99
72403	Theben	250±49
72240	Theben	191±0
72219	Theben	189±0
72829	Theben	500±199
72231	Theben	190±0
72298	Theben	224±0
72131	Theben	160±0
72866	Theben	147±0
72003	Theben	135±0
72585	Theben	150±49
72550	Theben	100±99
72116	Theben	155±0
72928	Theben	150±49
72043	Theben	142±0
72341	Theben	151±0
72489	Theben	150±49
72614	Theben	150±49
72558	Theben	150±49
72575	Theben	150±49
72048	Theben	143±0
72378	Theben	42±0
72481	Theben	150±49
72124	Theben	159±0
72483	Theben	150±49
72065	Theben	147±0
72762	Theben	303±0
72973	Theben	200±199
72349	Theben	149±11
72963	Theben	250±49
72952	Theben	200±199
72484	Theben	188±12
72451	Theben	150±49
72187	Theben	181±0
72105	Theben	152±0
72141	Theben	161±0
72027	Theben	140±0
72263	Theben	203±0
72090	Theben	150±0
72112	Theben	154±0
72180	Theben	179±0
72381	Theben	104±0
72388	Theben	50±49
72009	Theben	138±0
72664	Theben	100±99
72584	Theben	150±49
72876	Theben	6±0
72944	Theben	150±49
72768	Theben	350±49
72310	Theben	244±0
72784	Theben	400±99
72113	Theben	154±0
72216	Theben	188±0
72897	Theben	150±49
72992	Theben	200±199
72159	Theben	168±0
72748	Theben	700±99
72062	Theben	147±0
72202	Theben	185±0
72493	Theben	200±99
72468	Theben	50±49
72460	Theben	200±99
72582	Theben	150±49
72259	Theben	202±0
72058	Theben	146±0
72611	Theben	150±49
72042	Theben	142±0
72837	Theben	94±0
72972	Theben	250±49
72598	Theben	150±49
72257	Theben	201±0
72076	Theben	148±0
72121	Theben	158±0
72461	Theben	200±99
72473	Theben	127±10
72742	Theben	700±99
72120	Theben	158±0
72471	Theben	150±49
72359	Theben	128±0
72228	Theben	190±0
72594	Theben	150±49
72066	Theben	147±0
72901	Theben	200±99
72070	Theben	147±0
72877	Theben	98±0
72236	Theben	191±0
72662	Theben	200±99
72534	Theben	150±49
72394	Theben	250±49
72934	Theben	150±49
72337	Theben	142±0
72756	Theben	700±99
72834	Theben	13±0
72960	Theben	200±99
72735	Theben	303±0
72865	Theben	158±0
72258	Theben	201±0
72754	Theben	700±99
72669	Theben	150±49
72290	Theben	218±0
72951	Theben	200±99
72261	Theben	202±0
72487	Theben	150±49
72178	Theben	178±0
72254	Theben	199±0
72569	Theben	150±49
72227	Theben	190±0
72082	Theben	149±0
72935	Theben	250±49
72293	Theben	220±0
72826	Theben	350±49
72518	Theben	250±49
73000	Theben	150±0
72932	Theben	150±49
72038	Theben	141±0
72149	Theben	165±0
72465	Theben	-2±0
72151	Theben	165±0
72160	Theben	169±0
72063	Theben	147±0
72966	Theben	200±99
72954	Theben	150±49
72780	Theben	400±99
72276	Theben	200±24
72737	Theben	350±49
72185	Theben	180±0
72931	Theben	150±49
72519	Theben	250±49
72636	Theben	150±49
72890	Theben	200±199
72282	Theben	200±24
72507	Theben	200±99
72304	Theben	238±0
72333	Theben	121±0
72115	Theben	155±0
72899	Theben	200±99
72485	Theben	150±49
72363	Theben	195±0
72232	Theben	190±0
72322	Theben	129±0
72035	Theben	141±0
72097	Theben	151±0
72610	Theben	100±99
72486	Theben	150±49
72655	Theben	50±49
72583	Theben	150±49
72350	Theben	153±0
72630	Theben	200±99
72549	Theben	100±99
72051	Theben	144±0
72323	Theben	150±49
72974	Theben	200±199
72331	Theben	119±0
72539	Theben	200±99
72056	Theben	145±0
72137	Theben	139±22
72101	Theben	151±0
72085	Theben	149±0
72538	Theben	200±99
72307	Theben	243±0
72767	Theben	350±49
72067	Theben	147±0
72665	Theben	150±49
72878	Theben	50±49
72467	Theben	-50±49
72119	Theben	158±0
72649	Theben	-12±0
72375	Theben	213±12
72252	Theben	198±0
72494	Theben	200±99
72256	Theben	201±0
72674	Theben	200±99
72592	Theben	150±49
72246	Theben	194±0
72270	Theben	207±0
72939	Theben	150±49
72990	Theben	200±99
72008	Theben	138±0
72284	Theben	212±0
72772	Theben	400±99
72976	Theben	150±49
72283	Theben	212±0
72785	Theben	400±99
72941	Theben	150±49
72021	Theben	139±0
72026	Theben	140±0
72563	Theben	150±49
72497	Theben	200±99
72117	Theben	157±0
72511	Theben	150±49
72268	Theben	206±0
72358	Theben	150±49
72122	Theben	159±0
72088	Theben	150±0
72530	Theben	-8±22
72107	Theben	153±0
72792	Theben	350±49
72945	Theben	150±49
72532	Theben	150±49
72335	Theben	129±0
72083	Theben	149±0
72045	Theben	143±0
72303	Theben	250±49
72179	Theben	178±0
72577	Theben	150±49
72843	Theben	26±0
72965	Theben	200±99
72367	Theben	193±0
72039	Theben	140±0
72047	Theben	143±0
72080	Theben	149±0
72380	Theben	104±0
29170	Theben	150±49
29493	Theben	175±24
29497	Theben	175±24
29492	Theben	175±24
29395	Theben	200±99
29911	Theben	113±12
29401	Theben	200±99
29484	Theben	150±49
29932	Theben	150±49
29912	Theben	150±49
29398	Theben	200±99
29965	Theben	200±99
29394	Theben	200±99
29967	Theben	200±99
29491	Theben	175±24
29494	Theben	175±24
29400	Theben	200±99
29957	Theben	200±99
29490	Theben	175±24
29964	Theben	178±0
29495	Theben	175±24
29989	Theben	200±99
29962	Theben	200±99
29496	Theben	175±24
29963	Theben	200±99
29958	Theben	200±99
29961	Theben	200±99
29960	Theben	200±99
29412	Theben	150±49
29456	Theben	200±99
29959	Theben	200±99
29966	Theben	200±99
29507	Theben	150±49
29485	Theben	200±99
29483	Theben	150±49
49734	Theben	-18±0
49593	Theben	-255±0
49862	Theben	150±49
49112	Theben	-251±0
49594	Theben	-255±0
49110	Theben	-253±0
49774	Theben	-200±99
49111	Theben	-251±0
3594	Theben	-110±0
3634	Theben	-145±0
3562	Theben	-119±0
3570	Theben	-120±0
3569	Theben	-121±0
3635	Theben	-145±0
3602	Theben	-130±0
3609	Theben	-130±0
3599	Theben	-118±0
3564	Theben	-182±0
3565	Theben	-155±0
3566	Theben	-153±0
3605	Theben	-130±0
3627	Theben	-131±0
3568	Theben	-146±0
3575	Theben	-150±0
3572	Theben	-126±0
3591	Theben	-111±0
3571	Theben	-127±0
3629	Theben	-134±0
3577	Theben	-140±0
3601	Theben	-131±0
3638	Theben	-127±0
3589	Theben	-126±0
3612	Theben	-134±0
3620	Theben	-130±0
3628	Theben	-100±99
3621	Theben	-130±0
3640	Theben	-133±7
3573	Theben	-125±0
3567	Theben	-152±0
3610	Theben	-130±0
3631	Theben	-133±2
3624	Theben	-130±0
3625	Theben	-130±0
3558	Theben	-241±0
3616	Theben	-132±2
3637	Theben	-152±0
3626	Theben	-131±0
3615	Theben	-130±0
3608	Theben	-130±0
3603	Theben	-130±0
3576	Theben	-145±0
3588	Theben	-133±0
3596	Theben	-119±0
3618	Theben	-130±0
3614	Theben	-130±0
3574	Theben	-126±0
3595	Theben	-110±0
3611	Theben	-129±0
3597	Theben	-118±1
3619	Theben	-131±0
3578	Theben	-136±0
3630	Theben	-134±0
3606	Theben	-134±0
3613	Theben	-134±0
3604	Theben	-130+
3598	Theben	-116±0
3622	Theben	-130±0
3592	Theben	-98±0
3607	Theben	-133±0
3600	Theben	-133±0
21669	Theben	-112±0
219856	Theben	725±24
219901	Theben	725±24
219867	Theben	725±24
219950	Theben	725±24
219926	Theben	725±24
219987	Theben	725±24
219848	Theben	725±24
219852	Theben	725±24
219768	Theben	725±24
219839	Theben	725±24
219898	Theben	725±24
219949	Theben	725±24
219782	Theben	725±24
219986	Theben	725±24
219750	Theben	725±24
219871	Theben	725±24
219819	Theben	725±24
219840	Theben	725±24
219965	Theben	725±24
219762	Theben	725±24
219823	Theben	725±24
219827	Theben	725±24
219883	Theben	725±24
219935	Theben	725±24
219887	Theben	725±24
219959	Theben	725±24
219914	Theben	725±24
219993	Theben	725±24
219829	Theben	725±24
219828	Theben	725±24
219836	Theben	725±24
219940	Theben	725±24
219933	Theben	725±24
219751	Theben	725±24
219927	Theben	725±24
219972	Theben	725±24
219785	Theben	725±24
219818	Theben	725±24
219757	Theben	725±24
219805	Theben	725±24
219825	Theben	725±24
219923	Theben	725±24
219863	Theben	725±24
219888	Theben	725±24
219862	Theben	725±24
219783	Theben	725±24
219795	Theben	725±24
219826	Theben	725±24
219854	Theben	725±24
219954	Theben	725±24
219806	Theben	725±24
219756	Theben	725±24
219891	Theben	725±24
219998	Theben	725±24
219746	Theben	725±24
219841	Theben	725±24
219815	Theben	725±24
219912	Theben	725±24
219962	Theben	725±24
219850	Theben	725±24
219904	Theben	725±24
219925	Theben	725±24
219799	Theben	725±24
219769	Theben	725±24
219936	Theben	725±24
219995	Theben	725±24
219873	Theben	725±24
219902	Theben	725±24
220000	Theben	725±24
219910	Theben	725±24
219977	Theben	725±24
219946	Theben	725±24
219798	Theben	725±24
219851	Theben	725±24
219968	Theben	725±24
219907	Theben	725±24
219814	Theben	725±24
219994	Theben	725±24
219916	Theben	725±24
219786	Theben	725±24
219988	Theben	725±24
219767	Theben	725±24
219748	Theben	725±24
219999	Theben	725±24
219989	Theben	725±24
219911	Theben	725±24
219847	Theben	725±24
219897	Theben	725±24
219776	Theben	725±24
219749	Theben	725±24
219997	Theben	725±24
219952	Theben	725±24
219991	Theben	725±24
219870	Theben	725±24
219809	Theben	725±24
219766	Theben	725±24
219794	Theben	725±24
219992	Theben	725±24
219779	Theben	725±24
219858	Theben	725±24
219980	Theben	725±24
219846	Theben	725±24
219893	Theben	725±24
219875	Theben	725±24
219967	Theben	725±24
219759	Theben	725±24
219879	Theben	725±24
219958	Theben	725±24
219970	Theben	725±24
219973	Theben	725±24
219881	Theben	725±24
219747	Theben	725±24
219831	Theben	725±24
219865	Theben	725±24
219773	Theben	725±24
219780	Theben	725±24
219957	Theben	725±24
219928	Theben	725±24
219833	Theben	725±24
219843	Theben	725±24
219941	Theben	725±24
219917	Theben	725±24
219763	Theben	725±24
219845	Theben	725±24
219880	Theben	725±24
219817	Theben	725±24
219774	Theben	725±24
219882	Theben	725±24
219772	Theben	725±24
219983	Theben	725±24
219920	Theben	725±24
219976	Theben	725±24
219868	Theben	725±24
219985	Theben	725±24
219939	Theben	725±24
219899	Theben	725±24
219765	Theben	725±24
219807	Theben	725±24
219953	Theben	725±24
219932	Theben	725±24
219764	Theben	725±24
219990	Theben	725±24
219979	Theben	725±24
219801	Theben	725±24
219945	Theben	725±24
219915	Theben	725±24
219781	Theben	725±24
219877	Theben	725±24
219784	Theben	725±24
219866	Theben	725±24
219793	Theben	725±24
219918	Theben	725±24
219755	Theben	725±24
219849	Theben	725±24
219869	Theben	725±24
219864	Theben	725±24
219813	Theben	725±24
219770	Theben	725±24
219921	Theben	725±24
219775	Theben	725±24
219816	Theben	725±24
219984	Theben	725±24
219771	Theben	725±24
219834	Theben	725±24
219955	Theben	725±24
219937	Theben	725±24
219913	Theben	725±24
219905	Theben	725±24
219938	Theben	725±24
219966	Theben	725±24
219791	Theben	725±24
219960	Theben	725±24
219790	Theben	725±24
219974	Theben	725±24
219872	Theben	725±24
219919	Theben	725±24
219884	Theben	725±24
219860	Theben	725±24
219876	Theben	725±24
219948	Theben	725±24
219837	Theben	725±24
219892	Theben	725±24
219812	Theben	725±24
219886	Theben	725±24
219909	Theben	725±24
219800	Theben	725±24
219797	Theben	725±24
219861	Theben	725±24
219930	Theben	725±24
219889	Theben	725±24
219956	Theben	725±24
219824	Theben	725±24
219934	Theben	725±24
219924	Theben	725±24
219838	Theben	725±24
219859	Theben	725±24
219969	Theben	725±24
219745	Theben	725±24
219944	Theben	725±24
219787	Theben	725±24
219857	Theben	725±24
219975	Theben	725±24
219802	Theben	725±24
219792	Theben	725±24
219894	Theben	725±24
219760	Theben	725±24
219906	Theben	725±24
219810	Theben	725±24
219754	Theben	725±24
219885	Theben	725±24
219996	Theben	725±24
219890	Theben	725±24
219896	Theben	725±24
219752	Theben	725±24
219761	Theben	725±24
219874	Theben	725±24
219796	Theben	725±24
219961	Theben	725±24
219853	Theben	725±24
219820	Theben	725±24
219908	Theben	725±24
219821	Theben	725±24
219931	Theben	725±24
219981	Theben	725±24
219943	Theben	725±24
219808	Theben	725±24
219778	Theben	725±24
219971	Theben	725±24
219811	Theben	725±24
219963	Theben	725±24
219788	Theben	725±24
219964	Theben	725±24
219803	Theben	725±24
219895	Theben	725±24
219982	Theben	725±24
219951	Theben	725±24
219878	Theben	725±24
219753	Theben	725±24
219842	Theben	725±24
219822	Theben	725±24
219942	Theben	725±24
219804	Theben	725±24
219758	Theben	725±24
219947	Theben	725±24
219835	Theben	725±24
219777	Theben	725±24
219832	Theben	725±24
219922	Theben	725±24
219830	Theben	725±24
219900	Theben	725±24
219929	Theben	725±24
219789	Theben	725±24
219855	Theben	725±24
219903	Theben	725±24
219844	Theben	725±24
69698	Theben	-250±49
69056	Theben	200±199
69704	Theben	-236±0
69703	Theben	-255±0
69705	Theben	-262±0
69702	Theben	-261±0
69706	Theben	-256±0
69727	Theben	-260±0
69725	Theben	-250±49
8128	Theben	-112±0
8069	Theben	-150±49
8127	Theben	-150±49
8129	Theben	-135±4
8070	Theben	-124±0
22384	Theben	145±0
22388	Theben	205±0
22389	Theben	218±0
22382	Theben	115±0
22383	Theben	136±0
22387	Theben	200±0
71799	Theben	228±0
71402	Theben	136±0
71596	Theben	142±0
71818	Theben	133±0
71286	Theben	28±0
71852	Theben	-15±0
71812	Theben	69±0
71605	Theben	155±0
71930	Theben	125±0
71666	Theben	228±0
71625	Theben	232±0
71525	Theben	117±0
71610	Theben	166±0
71345	Theben	-8±22
71191	Theben	75±0
71768	Theben	250±49
71556	Theben	162±0
71600	Theben	146±0
71913	Theben	122±0
71628	Theben	234±0
71206	Theben	93±0
71772	Theben	95±0
71931	Theben	125±0
71296	Theben	68±0
71518	Theben	113±0
71899	Theben	118±0
71466	Theben	150±0
71688	Theben	200±24
71223	Theben	112±0
71376	Theben	101±0
71418	Theben	160±0
71178	Theben	50±0
71941	Theben	126±0
71520	Theben	114±0
71217	Theben	105±0
71312	Theben	105±0
71331	Theben	159±0
71146	Theben	200±24
71530	Theben	122±0
71990	Theben	133±0
71843	Theben	245±0
71921	Theben	123±0
71953	Theben	128±0
71527	Theben	118±0
71406	Theben	140±0
71071	Theben	-150±49
71350	Theben	35±0
71771	Theben	84±0
71726	Theben	94+
71580	Theben	127±0
71433	Theben	152±0
71221	Theben	109±0
71935	Theben	125±0
71787	Theben	212±0
71475	Theben	146±0
71844	Theben	256±0
71471	Theben	160±0
71511	Theben	106±0
71880	Theben	106±0
71884	Theben	114±0
71988	Theben	132±0
71477	Theben	139±0
71797	Theben	219±0
71324	Theben	143±0
71245	Theben	151±0
71955	Theben	128±0
71858	Theben	66±0
71282	Theben	120±0
71974	Theben	131±0
71902	Theben	119±0
71319	Theben	125±0
71218	Theben	105±0
71737	Theben	31±0
71633	Theben	216±0
71541	Theben	136±0
71794	Theben	221±0
71246	Theben	151±0
71589	Theben	137±0
71227	Theben	120±0
71167	Theben	38±1
71791	Theben	35±0
71663	Theben	189±0
71238	Theben	139±0
71597	Theben	143±0
71124	Theben	59±0
71307	Theben	98±0
71805	Theben	248±0
71871	Theben	88±12
71374	Theben	76±0
71683	Theben	154±0
71198	Theben	85±0
71806	Theben	249±0
71220	Theben	108±0
71139	Theben	200±99
71483	Theben	148±0
71998	Theben	134±0
71622	Theben	200±24
71470	Theben	155±0
71608	Theben	164±0
71147	Theben	200±24
71854	Theben	5±0
71907	Theben	120±0
71823	Theben	200±24
71573	Theben	117±0
71602	Theben	150±0
71968	Theben	130±0
71244	Theben	149±0
71401	Theben	136±0
71544	Theben	137±0
71443	Theben	132±0
71658	Theben	16±0
71384	Theben	118±0
71480	Theben	142±0
71670	Theben	192±0
71508	Theben	103±0
71558	Theben	150±49
71734	Theben	193±0
71239	Theben	139±0
71332	Theben	159±0
71629	Theben	234±0
71254	Theben	250±49
71860	Theben	69±0
71607	Theben	159±0
71349	Theben	29±0
71256	Theben	22±0
71323	Theben	142±0
71415	Theben	154±0
71883	Theben	112±0
71889	Theben	116±0
71745	Theben	90+
71236	Theben	135±0
71287	Theben	39±0
71862	Theben	72±0
71456	Theben	148±0
71989	Theben	133±0
71954	Theben	128±0
71134	Theben	173±0
71972	Theben	131±0
71923	Theben	124±0
71886	Theben	115±0
71266	Theben	92±0
71455	Theben	144±0
71792	Theben	212±0
71721	Theben	181+
71896	Theben	118±0
71318	Theben	123±0
71228	Theben	124±0
71258	Theben	32±0
71337	Theben	139±0
71263	Theben	74±0
71648	Theben	55±0
71840	Theben	200±24
71636	Theben	35±0
71528	Theben	121±0
71190	Theben	74±0
71731	Theben	175±0
71839	Theben	188±12
71129	Theben	77±0
71168	Theben	39±0
71956	Theben	128±0
71637	Theben	35±0
71878	Theben	106±0
71250	Theben	181±0
71924	Theben	124±0
71297	Theben	68±0
71576	Theben	126±0
71574	Theben	121±0
71651	Theben	67±0
71353	Theben	57±0
71970	Theben	131±0
71905	Theben	119±0
71294	Theben	67±0
71686	Theben	175±0
71265	Theben	87±0
71828	Theben	-5±0
71344	Theben	14±0
71934	Theben	125±0
71177	Theben	49±0
71664	Theben	200±24
71379	Theben	106±0
71288	Theben	45±0
71305	Theben	92±0
71188	Theben	71±0
71933	Theben	125±0
71867	Theben	90±0
71502	Theben	145±0
71665	Theben	200±24
71230	Theben	126±0
71211	Theben	98±0
71762	Theben	102±0
71222	Theben	110±0
71698	Theben	-21±0
71342	Theben	13±0
71181	Theben	47±6
71375	Theben	75±0
71465	Theben	148±0
71706	Theben	142±0
71121	Theben	44±0
71279	Theben	102±0
71971	Theben	131±0
71782	Theben	69±0
71986	Theben	132±0
71486	Theben	128±0
71593	Theben	140±0
71595	Theben	142±0
71785	Theben	176±0
71237	Theben	137±0
71938	Theben	125±0
71577	Theben	126±0
71604	Theben	153±0
71756	Theben	116±0
71950	Theben	127±0
71136	Theben	215±0
71247	Theben	152±0
71922	Theben	124±0
71834	Theben	92±0
71435	Theben	139±0
71813	Theben	69±0
71523	Theben	115±0
71243	Theben	144±0
71408	Theben	142±0
71864	Theben	84±0
71170	Theben	40±0
71652	Theben	67±0
71436	Theben	147±0
71811	Theben	39±0
71942	Theben	126±0
71893	Theben	117±0
71490	Theben	228±0
71866	Theben	89±0
71552	Theben	159±0
71592	Theben	140±0
71676	Theben	250±49
71626	Theben	233±0
71822	Theben	200±24
71547	Theben	138±0
71329	Theben	149±0
71522	Theben	114±0
71841	Theben	229±0
71912	Theben	122±0
71765	Theben	129±0
71826	Theben	256±0
71260	Theben	44±0
71197	Theben	84±0
71126	Theben	66±0
71183	Theben	55±0
71638	Theben	43±0
71428	Theben	20±0
71790	Theben	33±0
71697	Theben	227±0
72000	Theben	134±0
71328	Theben	148±0
71885	Theben	114±0
71958	Theben	128±0
71526	Theben	118±0
71444	Theben	132±0
71678	Theben	167±0
71891	Theben	117±0
71180	Theben	53±0
71334	Theben	36±0
71937	Theben	125±0
71671	Theben	216±0
71298	Theben	76±0
71983	Theben	132±0
71760	Theben	169±0
71667	Theben	207±0
71285	Theben	67±0
71614	Theben	190±0
71388	Theben	122±0
71641	Theben	-21±0
71779	Theben	193±0
71224	Theben	118±0
71531	Theben	124±0
71327	Theben	147±0
71870	Theben	98±0
71229	Theben	125±0
71795	Theben	220±0
71363	Theben	76±0
71984	Theben	132±0
71702	Theben	36±0
71894	Theben	129±0
71347	Theben	22±0
71400	Theben	134±0
71865	Theben	87±0
71431	Theben	151±0
71122	Theben	44±0
71300	Theben	81±0
71551	Theben	152±0
71845	Theben	256±0
71996	Theben	134±0
71928	Theben	125±0
71662	Theben	115±0
71348	Theben	22±0
71946	Theben	127±0
71987	Theben	132±0
71738	Theben	37+
71616	Theben	192±0
71275	Theben	115±0
71241	Theben	140±0
71299	Theben	80±0
71716	Theben	193±0
71311	Theben	105±0
71778	Theben	193±0
71994	Theben	133±0
71546	Theben	137±0
71868	Theben	97±0
71609	Theben	165±0
71967	Theben	130±0
71997	Theben	134±0
71234	Theben	130±0
71685	Theben	175±0
71389	Theben	123±0
71917	Theben	123±0
71467	Theben	150±0
71446	Theben	140±0
71308	Theben	103±0
71920	Theben	123±0
71961	Theben	129±0
71391	Theben	125±0
71295	Theben	68±0
71728	Theben	50±49
71472	Theben	160±0
71165	Theben	34±0
71709	Theben	153±0
71982	Theben	132±0
71846	Theben	250±49
71120	Theben	41±0
71262	Theben	69±0
71517	Theben	113±0
71368	Theben	92±0
71557	Theben	164±0
71535	Theben	130±0
71755	Theben	108±0
71322	Theben	140±0
71766	Theben	193±0
71661	Theben	69±0
71434	Theben	152±0
71963	Theben	129±0
71919	Theben	123±0
71277	Theben	116±0
71302	Theben	87±0
71743	Theben	67±0
71977	Theben	131±0
71985	Theben	132±0
71951	Theben	128±0
71272	Theben	110±0
71205	Theben	93±0
71469	Theben	155±0
71430	Theben	151±0
71386	Theben	118±0
71611	Theben	206±0
71855	Theben	30±0
71442	Theben	132±0
71373	Theben	83±0
71925	Theben	124±0
71261	Theben	57±0
71447	Theben	142±0
71339	Theben	153±0
71875	Theben	102±0
71335	Theben	136±0
71727	Theben	97+
71381	Theben	115±0
71534	Theben	130±0
71369	Theben	93±0
71315	Theben	110±0
71425	Theben	178±0
71516	Theben	113±0
71585	Theben	131±0
71635	Theben	250±49
71632	Theben	215±0
71149	Theben	250±49
71725	Theben	85+
71394	Theben	129±0
71539	Theben	134±0
71429	Theben	29±0
71340	Theben	7±0
71929	Theben	125±0
71478	Theben	142±0
71173	Theben	45±0
71479	Theben	142±0
71612	Theben	211±0
71488	Theben	133±0
71343	Theben	14±0
71532	Theben	126±0
71510	Theben	106±0
71255	Theben	207±9
71835	Theben	98±0
71449	Theben	142±0
71730	Theben	100±99
71770	Theben	71±0
71232	Theben	127±0
71461	Theben	138±0
71720	Theben	197±0
71571	Theben	114±0
71441	Theben	132±0
71393	Theben	129±0
71395	Theben	129±0
